"","X","address","bedroom","bathroom","carspace","soldprice","landareas","yearsold","CBD_Distance","latitute","longitude","distanceSchool","agency","schoolName","Suburb","position"
"1089",1090,"23 Potts Street Ryde NSW 2112",4,2,2,2000000,185,2022,10.03,-33.8153102,151.1191199,0.45," BresicWhitney ","St Charles Catholic Primary School ","Ryde","North"
"1090",1091,"41 Jones Street Ryde NSW 2112",4,3,3,1850000,556,2022,11.09,-33.8085837,151.101948,0.84," Belle Property Ryde","Ryde East Public School ","Ryde","North"
"1091",1092,"26 Clermont Avenue Ryde NSW 2112",3,1,3,2400000,721,2022,12.34,-33.8225485,151.1173877,0.79," Harcourts West Ryde ","Northcross Christian School ","Ryde","North"
"1092",1093,"18 Myra Avenue Ryde NSW 2112",3,2,3,2170000,696,2022,11.5,-33.7921151,151.104254,NA," Pello ",NA,"Ryde","North"
"1093",1094,"21 Tunks Street Ryde NSW 2112",5,3,4,1860000,606,2022,11.87,-33.8073974,151.1171417,1.27," Pello ","Northcross Christian School ","Ryde","North"
"1094",1095,"1/27 Kulgoa Avenue Ryde NSW 2112",3,1,1,1681000,378,2022,11.93,-33.8008696,151.1060738,NA," McGrath Ryde ",NA,"Ryde","North"
"1095",1096,"13 Pidding Road Ryde NSW 2112",3,1,2,1410000,1170,2022,10.56,-33.8192744,151.1108481,0.6," Pello ","Ryde East Public School ","Ryde","North"
"1096",1097,"25 Potts Street Ryde NSW 2112",3,2,2,1800000,205,2022,10.03,-33.8106446,151.1213296,0.45," BresicWhitney ","St Charles Catholic Primary School ","Ryde","North"
"1097",1098,"22 Hancott Street Ryde NSW 2112",4,1,1,1875000,923,2022,11.85,-33.8225485,151.1173877,1.26," Belle Property Ryde","Northcross Christian School ","Ryde","North"
"1098",1099,"14 Dobson Crescent Ryde NSW 2112",3,2,3,1800000,715,2022,11.45,-33.8119814,151.1025718,NA," Professionals ",NA,"Ryde","North"
"1099",1100,"41 Argyle Avenue Ryde NSW 2112",4,2,2,2756000,523,2022,11.32,-33.8161774,151.1192285,0.91," BresicWhitney ","St Charles Catholic Primary School ","Ryde","North"
"1100",1101,"11 Ross Smith Avenue Meadowbank NSW 2114",5,4,6,3530000,753,2021,12.9,-33.8141811,151.094252,0.65," Ray White ","St Michael's Catholic Primary School ","Meadowbank","North"
"1101",1102,"115a Constitution Road Meadowbank NSW 2114",3,2,1,10370000,375,NA,13,-33.8148036,151.0851958,0.6," Green Real Estate Agency ","St Michael's Catholic Primary School ","Meadowbank","North"
"1102",1103,"1 Macpherson Street Meadowbank NSW 2114",3,2,2,809000,482,2012,12.29,-33.8140416,151.0948668,0.68," Professionals ","St Michael's Catholic Primary School ","Meadowbank","North"
"1103",1104,"94 Adelaide Street Meadowbank NSW 2114",3,1,1,850000,648,2012,13.19,-33.8165126,151.0879453,0.86," Green Real Estate Agency ","St Michael's Catholic Primary School ","Meadowbank","North"
"1104",1107,"82 Constitution Road Meadowbank NSW 2114",4,3,2,1275000,720,NA,12.88,-33.816925,151.092358,0.56,NA,"St Michael's Catholic Primary School ","Meadowbank","North"
"1105",1109,"86 Adelaide Street Meadowbank NSW 2114",3,2,1,324000,648,NA,13.23,-33.8147119,151.0933833,0.82,NA,"St Michael's Catholic Primary School ","Meadowbank","North"
"1106",1110,"1B Angas Street Meadowbank NSW 2114",1,1,NA,700000,601,2011,12.38,-33.815039,151.08654,0.7,NA,"St Michael's Catholic Primary School ","Meadowbank","North"
"1107",1113,"28 See Street Meadowbank NSW 2114",4,2,1,700000,334,2011,12.37,-33.8152023,151.0929187,0.64," Waterpoint Asset Management ","St Michael's Catholic Primary School ","Meadowbank","North"
"1108",1114,"106 Constitution Road Meadowbank NSW 2114",3,1,1,820000,780,2011,13.22,-33.814543,151.082625,0.74," Gilmour & Smith Property Agents ","St Michael's Catholic Primary School ","Meadowbank","North"
"1109",1115,"47/21-27 Meadow Crescent Meadowbank NSW 2114",2,1,1,390500,2016,2010,12.59,-33.818049,151.088079,0.85," Snowden Parkes Real Estate Agents ","St Michael's Catholic Primary School ","Meadowbank","North"
"1110",1116,"36/21 Angas Street Meadowbank NSW 2114",2,2,1,590000,1157,2010,12.33,-33.818049,151.088079,1," LJ Hooker ","St Michael's Catholic Primary School ","Meadowbank","North"
"1111",1117,"86 Constitution Road Meadowbank NSW 2114",2,1,3,730000,664,NA,12.9,-33.819344,151.090472,0.58,NA,"St Michael's Catholic Primary School ","Meadowbank","North"
"1112",1118,"34 See Street Meadowbank NSW 2114",4,2,2,901150,743,2010,12.39,-33.815161,151.086201,0.68,NA,"St Michael's Catholic Primary School ","Meadowbank","North"
"1113",1119,"12 Mellor Street Meadowbank NSW 2114",3,1,1,645000,502,2010,12.44,-33.815986,151.092034,0.53,NA,"St Michael's Catholic Primary School ","Meadowbank","North"
"1114",1120,"9 Ross Smith Avenue Meadowbank NSW 2114",3,1,1,663000,613,NA,12.88,-33.81603,151.091,0.63,NA,"St Michael's Catholic Primary School ","Meadowbank","North"
"1115",1121,"78 Adelaide Street Meadowbank NSW 2114",2,1,1,655000,739,2007,13.27,-33.815628,151.086237,0.8,NA,"St Michael's Catholic Primary School ","Meadowbank","North"
"1116",1122,"92 Constitution Road Meadowbank NSW 2114",4,2,1,500000,664,NA,12.94,-33.814668,151.081976,0.6,NA,"St Michael's Catholic Primary School ","Meadowbank","North"
"1117",1123,"88 Constitution Road Meadowbank NSW 2114",3,2,NA,767500,664,NA,12.91,-33.8164713,151.0920902,0.59,NA,"St Michael's Catholic Primary School ","Meadowbank","North"
"1118",1124,"17 Military Road Neutral Bay NSW 2089",4,1,2,1420000,196,2022,4.98,-33.83674,151.2219946,0.76," Ratcliff Mathews ","North Sydney Boys High School ","Neutral Bay","North"
"1119",1125,"28 Kurraba Road Neutral Bay NSW 2089",3,2,NA,3200000,351,2022,3.99,-33.8283922,151.2177593,0.65," McGrath ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1120",1126,"25 Kurraba Road Neutral Bay NSW 2089",3,3,2,3000000,202,2022,3.94,-33.8380837,151.2118473,0.6," McGrath ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1121",1127,"60 Undercliff Street Neutral Bay NSW 2089",4,3,2,4800000,386,2022,4.25,-33.8363529,151.2151409,0.84," McGrath ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1122",1128,"42 Raymond Road Neutral Bay NSW 2089",4,3,2,3325000,253,2022,4.36,-33.8358884,151.2194945,0.69," Ray White ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1123",1129,"6A Reserve Street Neutral Bay NSW 2089",3,2,2,3265000,575,2022,4.32,-33.8361493,151.2189289,0.74," Ray White ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1124",1130,"1B Lower Bent Street Neutral Bay NSW 2089",5,4,1,4200000,458,2022,4.32,-33.8351239,151.2128921,0.62," Stone McMahons Point ","St Mary's Catholic Primary School ","Neutral Bay","North"
"1125",1131,"28 Ben Boyd Road Neutral Bay NSW 2089",3,1,1,2520000,230,2022,3.98,-33.8388791,151.2169813,0.8," McGrath Mosman ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1126",1132,"27 Ben Boyd Road Neutral Bay NSW 2089",3,2,1,2910000,304,2022,4,-33.8377648,151.2226339,0.84," McGrath ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1127",1133,"10 Darley Street Neutral Bay NSW 2089",3,2,NA,2920000,369,2022,4.13,-33.8354736,151.2225894,0.71," Ray White ","St Mary's Catholic Primary School ","Neutral Bay","North"
"1128",1134,"32 Darley Street Neutral Bay NSW 2089",4,2,2,3600000,777,2022,4.13,-33.8388253,151.217574,0.8," Belle Property Neutral Bay ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1129",1135,"18 Undercliff Street Neutral Bay NSW 2089",4,2,1,4025000,405,2022,4.1,-33.83682,151.2126697,0.89," Belle Property ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1130",1136,"41A Yeo Street Neutral Bay NSW 2089",3,2,2,2685000,171,2022,4.76,-33.8319848,151.2186438,0.78," Ray White ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1131",1137,"11 Kurraba Road Neutral Bay NSW 2089",3,2,2,3000000,297,2022,3.93,-33.8385431,151.2120073,0.59," McGrath ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1132",1138,"13 Yeo Street Neutral Bay NSW 2089",3,2,1,3100000,256,2022,4.73,-33.8318946,151.2169178,0.85," McGrath ","North Sydney Boys High School ","Neutral Bay","North"
"1133",1139,"89 Wycombe Road Neutral Bay NSW 2089",7,5,6,12500000,1500,2021,4.54,-33.833137,151.2186265,0.42," LJ Hooker ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1134",1140,"67 Shellcove Road Neutral Bay NSW 2089",4,4,2,4500000,449,2021,4.35,-33.8348275,151.2221297,0.44," David Murphy Real Estate ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1135",1141,"28 Darley Street Neutral Bay NSW 2089",3,2,NA,3210000,300,2021,4.13,-33.8369219,151.2231169,0.79," Belle Property Neutral Bay ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1136",1142,"134 Kurraba Road Neutral Bay NSW 2089",4,2,3,5100000,537,2021,3.93,-33.836934,151.2133919,0.83," Ray White ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1137",1143,"1 Eaton Street Neutral Bay NSW 2089",4,3,1,3600000,246,2021,4.24,-33.8376016,151.2225805,0.62," McGrath ","St Mary's Catholic Primary School ","Neutral Bay","North"
"1138",1144,"35 Merlin Street Neutral Bay NSW 2089",3,1,1,2800000,240,2021,5.09,-33.828482,151.215806,0.7," McGrath ","North Sydney Boys High School ","Neutral Bay","North"
"1139",1145,"28 Holdsworth Street Neutral Bay NSW 2089",2,2,1,2910000,380,2021,4.08,-33.8362916,151.2159227,0.78," The Good Apple group ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1140",1146,"59 Barry Street Neutral Bay NSW 2089",3,2,1,2550000,149,2021,4.73,-33.8383182,151.2182312,0.53," McGrath ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1141",1147,"42 Phillips Street Neutral Bay NSW 2089",4,2,1,3950000,287,2021,4.23,-33.8295964,151.2166107,0.75," Belle Property Neutral Bay ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1142",1148,"31A Holdsworth Street Neutral Bay NSW 2089",3,2,2,2855000,308,2021,4.18,-33.8372398,151.2146319,0.89," The Good Apple group ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1143",1149,"21A Holdsworth Street Neutral Bay NSW 2089",3,2,2,2750000,291,2021,4.1,-33.8357981,151.2131381,0.82," McGrath ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1144",1150,"170A Kurraba Road Neutral Bay NSW 2089",4,3,2,3625000,350,2021,3.66,-33.8367319,151.2152399,1.1," McGrath ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1145",1151,"35 Ben Boyd Road Neutral Bay NSW 2089",4,2,1,3730000,316,2021,4.03,-33.8374199,151.2152008,0.86," McGrath ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1146",1152,"8 Ben Boyd Road Neutral Bay NSW 2089",7,2,1,4150000,734,2021,3.85,-33.8438244,151.22369,0.73," McGrath ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1147",1153,"2/20 Thrupp Street Neutral Bay NSW 2089",4,2,2,2550000,282,2021,4.2,-33.8385483,151.2175735,0.67," LJ Hooker Avnu ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1148",1154,"3 Laycock Street Neutral Bay NSW 2089",4,2,1,3390000,304,2020,4.79,-33.8440551,151.2241429,0.89," O'Gorman & Partners Real Estate Co ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1149",1155,"5B Lower Bent Street Neutral Bay NSW 2089",3,2,1,2250000,228,2020,4.34,-33.8350025,151.2134249,0.65," LJ Hooker Avnu ","St Mary's Catholic Primary School ","Neutral Bay","North"
"1150",1156,"40 Shellcove Road Neutral Bay NSW 2089",4,3,2,4675000,803,2020,4.12,-33.8386062,151.2128702,0.63," Ray White ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1151",1157,"22 Premier Street Neutral Bay NSW 2089",2,1,NA,1667000,221,2020,4.49,-33.8391607,151.2232221,0.92," McGrath ","North Sydney Boys High School ","Neutral Bay","North"
"1152",1158,"73 Undercliff Street Neutral Bay NSW 2089",3,1,1,2875000,531,2020,4.32,-33.834089,151.2163741,0.77," David Murphy Real Estate ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1153",1159,"2 Byrnes Avenue Neutral Bay NSW 2089",2,1,1,1745000,259,2020,5.08,-33.8360472,151.2186146,0.72," CENTURY 21 VICTORIA ROSE ","North Sydney Boys High School ","Neutral Bay","North"
"1154",1160,"30 Holdsworth Street Neutral Bay NSW 2089",3,1,1,2360000,355,2020,4.09,-33.8285603,151.2160508,0.8," McGrath ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1155",1161,"26 Kurraba Road Neutral Bay NSW 2089",4,3,2,2615000,261,2020,3.97,-33.8282434,151.2162618,0.63," Belle Property Neutral Bay ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1156",1162,"47 Aubin Street Neutral Bay NSW 2089",3,2,2,2225000,199,2020,4.03,-33.8374012,151.2147201,0.82," McGrath ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1157",1163,"6 Phillips Street Neutral Bay NSW 2089",3,2,NA,2600000,247,2020,4.14,-33.840032,151.2177847,0.9," McGrath ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1158",1164,"11 Spruson Street Neutral Bay NSW 2089",5,3,2,4100000,626,2020,4.07,-33.8304342,151.2147848,0.82," Ray White ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1159",1165,"288 Falcon Street Neutral Bay NSW 2089",3,2,2,1530000,201,2020,4.95,-33.8395414,151.2200712,0.73," The Madison Agency ","North Sydney Boys High School ","Neutral Bay","North"
"1160",1166,"5 Reserve Street Neutral Bay NSW 2089",3,2,NA,3000000,280,2020,4.24,-33.8372837,151.2165504,0.76," Global ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1161",1167,"10 Reserve Street Neutral Bay NSW 2089",4,2,NA,2650000,196,2019,4.31,-33.8304878,151.2147636,0.72," Ray White ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1162",1168,"84 Wycombe Road Neutral Bay NSW 2089",4,2,NA,3285000,465,2019,4.38,-33.8378997,151.2160967,0.54," Belle Property Neutral Bay ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1163",1169,"70 Shellcove Road Neutral Bay NSW 2089",5,3,3,8100000,1429,2019,4.36,-33.842968,151.222989,0.48," McGrath ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1164",1170,"27 Holdsworth Street Neutral Bay NSW 2089",3,1,1,2007000,272,2019,4.13,-33.8318764,151.2167882,0.85," Ray White ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1165",1171,"20 Shellcove Road Neutral Bay NSW 2089",5,3,2,4175000,354,2019,3.8,-33.8304824,151.2177369,0.95," LJ Hooker ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1166",1172,"5 Kurraba Road Neutral Bay NSW 2089",3,1,1,1925000,306,2019,3.93,-33.8366188,151.2223063,0.58," McGrath Neutral Bay ","Cameragal Montessori School - Lavender Bay Campus ","Neutral Bay","North"
"1167",1173,"126 Kurraba Road Neutral Bay NSW 2089",3,2,2,2655000,462,2019,3.98,-33.835363,151.217872,0.78," McGrath ","Sydney Church of England Co-Educational Grammar School Redlands - Murdoch Street Campus ","Neutral Bay","North"
"1168",1174,"20 Margaret Street North Sydney NSW 2060",2,2,NA,2095000,139,2022,3.78,-33.8388769,151.2039504,0.49," BresicWhitney ","Cameragal Montessori School - Lavender Bay Campus ","North Sydney","North"
"1169",1175,"59 West Street North Sydney NSW 2060",3,1,4,3890000,488,2022,4.75,-33.8394768,151.2116537,0.18," Belle Property Neutral Bay ","St Mary's Catholic Primary School ","North Sydney","North"
"1170",1176,"100 Bank Street North Sydney NSW 2060",3,2,1,5300000,387,2021,3.97,-33.8404932,151.2019121,0.36," Stone McMahons Point ","Sydney Church of England Grammar School ","North Sydney","North"
"1171",1177,"1 Little Alfred Street North Sydney NSW 2060",3,1,1,2175000,89,2021,3.74,-33.8402309,151.2119217,0.4," BresicWhitney ","Cameragal Montessori School - Lavender Bay Campus ","North Sydney","North"
"1172",1178,"34 Myrtle Street North Sydney NSW 2060",3,1,NA,2700000,234,2021,4.77,-33.8307961,151.2048443,0.27," Belle Property Neutral Bay ","St Mary's Catholic Primary School ","North Sydney","North"
"1173",1179,"51 West Street North Sydney NSW 2060",3,2,1,3550000,251,2021,4.72,-33.8311746,151.2061719,0.16," Stone McMahons Point ","St Mary's Catholic Primary School ","North Sydney","North"
"1174",1180,"37 Bank Street North Sydney NSW 2060",4,3,2,5000000,373,2021,3.82,-33.8395452,151.2021759,0.25," Stone McMahons Point ","Sydney Church of England Grammar School ","North Sydney","North"
"1175",1181,"139 High Street North Sydney NSW 2060",4,5,2,8100000,430,2021,3.39,-33.8442295,151.2163782,0.54," LJ Hooker ","Cameragal Montessori School - Lavender Bay Campus ","North Sydney","North"
"1176",1182,"44 High Street North Sydney NSW 2060",4,2,2,3200000,256,2021,3.58,-33.8358234,151.2091644,0.3," Stone McMahons Point ","Cameragal Montessori School - Lavender Bay Campus ","North Sydney","North"
"1177",1183,"3 Whaling Road North Sydney NSW 2060",4,2,2,3900000,371,2021,3.65,-33.8417984,151.2128734,0.31," Ray White ","Cameragal Montessori School - Lavender Bay Campus ","North Sydney","North"
"1178",1184,"21 Carlow Street North Sydney NSW 2060",4,3,2,3400000,295,2021,4.74,-33.8309988,151.2068359,0.16," De Brennan Property ","St Mary's Catholic Primary School ","North Sydney","North"
"1179",1185,"40 Whaling Road North Sydney NSW 2060",3,1,2,2640000,285,2021,3.65,-33.8413107,151.2138239,0.4," McGrath ","Cameragal Montessori School - Lavender Bay Campus ","North Sydney","North"
"1180",1186,"44 High Street North Sydney NSW 2060",4,2,2,3000000,256,2021,3.58,-33.8362269,151.2033139,0.3," Stone McMahons Point ","Cameragal Montessori School - Lavender Bay Campus ","North Sydney","North"
"1181",1187,"52 West Street North Sydney NSW 2060",4,2,1,3650000,247,2021,4.69,-33.8417984,151.2128734,0.18," Belle Property Neutral Bay ","St Mary's Catholic Primary School ","North Sydney","North"
"1182",1188,"11A Bray Street North Sydney NSW 2060",3,2,2,2750000,238,2021,3.87,-33.8382582,151.2032889,0.52," LJ Hooker ","Cameragal Montessori School - Lavender Bay Campus ","North Sydney","North"
"1183",1189,"67 Edward Street North Sydney NSW 2060",3,1,2,3045000,537,2020,4.21,-33.8358327,151.2037989,0.49," McGrath ","Sydney Church of England Grammar School ","North Sydney","North"
"1184",1190,"2 Whaling Road North Sydney NSW 2060",5,3,3,3950000,287,2020,3.71,-33.838697,151.2023497,0.37," McGrath ","Cameragal Montessori School - Lavender Bay Campus ","North Sydney","North"
